,NIDID,month,alpha,release_adj,increment1,increment2,increment3,inc_mult,demand_factor,cell_id,lat,lon,cell_id_orig,lat_orig,lon_orig,WBM_Decision
16414,VT00001,11,1.781410204,0.992012595,1.0,-0.025227312,-0.199966422,1.213773585,-0.987784772,2955661,43.125,-72.775002,2955661,43.125,-72.775,remove
16415,VT00001,12,1.758965505,0.81561556,1.0,0.015297241,-0.127460404,1.069273191,-0.998755608,2955661,43.125,-72.775002,2955661,43.125,-72.775,remove
16416,VT00002,1,1.627180309,0.765339124,0.867181944,-0.082477382,-0.199990306,0.999991115,-1.116124237,2955611,43.608334,-72.375,2955611,43.6083,-72.375,WBM Input
16417,VT00002,2,2.058060575,0.887357186,0.752603948,-0.000331262,-0.079155834,1.000289571,-1.042881734,2955611,43.608334,-72.375,2955611,43.6083,-72.375,WBM Input
16418,VT00002,3,2.361218306,1.088225552,0.783121992,-0.082320852,-0.199990443,1.105858803,-1.00333789,2955611,43.608334,-72.375,2955611,43.6083,-72.375,WBM Input
16419,VT00002,4,3.205215216,1.117709523,0.319823814,-0.130751577,-0.254156662,1.001123762,-0.924621885,2955611,43.608334,-72.375,2955611,43.6083,-72.375,WBM Input
16420,VT00002,5,2.886471506,1.258611896,0.340580244,-0.121659485,0.296341471,1.41571572,-1.043041451,2955611,43.608334,-72.375,2955611,43.6083,-72.375,WBM Input
16421,VT00002,6,2.475211202,1.311330375,0.282630801,0.010638193,0.580898343,1.176191658,-1.088315368,2955611,43.608334,-72.375,2955611,43.6083,-72.375,WBM Input
16422,VT00002,7,1.603973568,1.330324038,0.241100411,0.03187576,0.542390296,0.999970361,-1.047576564,2955611,43.608334,-72.375,2955611,43.6083,-72.375,WBM Input
16423,VT00002,8,1.44799897,1.274844718,0.512088772,0.066549517,0.209461418,1.000329125,-1.00241782,2955611,43.608334,-72.375,2955611,43.6083,-72.375,WBM Input
16424,VT00002,9,1.553237391,1.103000827,0.917017916,0.092906772,0.199924223,1.13531206,-0.991521334,2955611,43.608334,-72.375,2955611,43.6083,-72.375,WBM Input
16425,VT00002,10,1.760587732,1.041663199,0.913412703,0.005319987,-0.173878732,1.215574816,-0.988063184,2955611,43.608334,-72.375,2955611,43.6083,-72.375,WBM Input
16426,VT00002,11,1.781410204,0.992012595,1.0,-0.025227312,-0.199966422,1.213773585,-0.987784772,2955611,43.608334,-72.375,2955611,43.6083,-72.375,WBM Input
16427,VT00002,12,1.758965505,0.81561556,1.0,0.015297241,-0.127460404,1.069273191,-0.998755608,2955611,43.608334,-72.375,2955611,43.6083,-72.375,WBM Input
16428,VT00003,1,1.627180309,0.765339124,0.867181944,-0.082477382,-0.199990306,0.999991115,-1.116124237,2955710,43.341667,-72.508331,2955710,43.3417,-72.5083,WBM Input
16429,VT00003,2,2.058060575,0.887357186,0.752603948,-0.000331262,-0.079155834,1.000289571,-1.042881734,2955710,43.341667,-72.508331,2955710,43.3417,-72.5083,WBM Input
16430,VT00003,3,2.361218306,1.088225552,0.783121992,-0.082320852,-0.199990443,1.105858803,-1.00333789,2955710,43.341667,-72.508331,2955710,43.3417,-72.5083,WBM Input
16431,VT00003,4,3.205215216,1.117709523,0.319823814,-0.130751577,-0.254156662,1.001123762,-0.924621885,2955710,43.341667,-72.508331,2955710,43.3417,-72.5083,WBM Input
16432,VT00003,5,2.886471506,1.258611896,0.340580244,-0.121659485,0.296341471,1.41571572,-1.043041451,2955710,43.341667,-72.508331,2955710,43.3417,-72.5083,WBM Input
16433,VT00003,6,2.475211202,1.311330375,0.282630801,0.010638193,0.580898343,1.176191658,-1.088315368,2955710,43.341667,-72.508331,2955710,43.3417,-72.5083,WBM Input
16434,VT00003,7,1.603973568,1.330324038,0.241100411,0.03187576,0.542390296,0.999970361,-1.047576564,2955710,43.341667,-72.508331,2955710,43.3417,-72.5083,WBM Input
16435,VT00003,8,1.44799897,1.274844718,0.512088772,0.066549517,0.209461418,1.000329125,-1.00241782,2955710,43.341667,-72.508331,2955710,43.3417,-72.5083,WBM Input
16436,VT00003,9,1.553237391,1.103000827,0.917017916,0.092906772,0.199924223,1.13531206,-0.991521334,2955710,43.341667,-72.508331,2955710,43.3417,-72.5083,WBM Input
16437,VT00003,10,1.760587732,1.041663199,0.913412703,0.005319987,-0.173878732,1.215574816,-0.988063184,2955710,43.341667,-72.508331,2955710,43.3417,-72.5083,WBM Input
16438,VT00003,11,1.781410204,0.992012595,1.0,-0.025227312,-0.199966422,1.213773585,-0.987784772,2955710,43.341667,-72.508331,2955710,43.3417,-72.5083,WBM Input
16439,VT00003,12,1.758965505,0.81561556,1.0,0.015297241,-0.127460404,1.069273191,-0.998755608,2955710,43.341667,-72.508331,2955710,43.3417,-72.5083,WBM Input
16440,VT00004,1,1.627180309,0.765339124,0.867181944,-0.082477382,-0.199990306,0.999991115,-1.116124237,2955554,43.058334,-72.708336,2955554,43.0583,-72.7083,remove
16441,VT00004,2,2.058060575,0.887357186,0.752603948,-0.000331262,-0.079155834,1.000289571,-1.042881734,2955554,43.058334,-72.708336,2955554,43.0583,-72.7083,remove
16442,VT00004,3,2.361218306,1.088225552,0.783121992,-0.082320852,-0.199990443,1.105858803,-1.00333789,2955554,43.058334,-72.708336,2955554,43.0583,-72.7083,remove
16443,VT00004,4,3.205215216,1.117709523,0.319823814,-0.130751577,-0.254156662,1.001123762,-0.924621885,2955554,43.058334,-72.708336,2955554,43.0583,-72.7083,remove
16444,VT00004,5,2.886471506,1.258611896,0.340580244,-0.121659485,0.296341471,1.41571572,-1.043041451,2955554,43.058334,-72.708336,2955554,43.0583,-72.7083,remove
16445,VT00004,6,2.475211202,1.311330375,0.282630801,0.010638193,0.580898343,1.176191658,-1.088315368,2955554,43.058334,-72.708336,2955554,43.0583,-72.7083,remove
16446,VT00004,7,1.603973568,1.330324038,0.241100411,0.03187576,0.542390296,0.999970361,-1.047576564,2955554,43.058334,-72.708336,2955554,43.0583,-72.7083,remove
16447,VT00004,8,1.44799897,1.274844718,0.512088772,0.066549517,0.209461418,1.000329125,-1.00241782,2955554,43.058334,-72.708336,2955554,43.0583,-72.7083,remove
16448,VT00004,9,1.553237391,1.103000827,0.917017916,0.092906772,0.199924223,1.13531206,-0.991521334,2955554,43.058334,-72.708336,2955554,43.0583,-72.7083,remove
16449,VT00004,10,1.760587732,1.041663199,0.913412703,0.005319987,-0.173878732,1.215574816,-0.988063184,2955554,43.058334,-72.708336,2955554,43.0583,-72.7083,remove
16450,VT00004,11,1.781410204,0.992012595,1.0,-0.025227312,-0.199966422,1.213773585,-0.987784772,2955554,43.058334,-72.708336,2955554,43.0583,-72.7083,remove
16451,VT00004,12,1.758965505,0.81561556,1.0,0.015297241,-0.127460404,1.069273191,-0.998755608,2955554,43.058334,-72.708336,2955554,43.0583,-72.7083,remove
16452,VT00005,1,1.627180309,0.765339124,0.867181944,-0.082477382,-0.199990306,0.999991115,-1.116124237,2955730,43.791668,-72.258331,2955730,43.7917,-72.2583,WBM Input
16453,VT00005,2,2.058060575,0.887357186,0.752603948,-0.000331262,-0.079155834,1.000289571,-1.042881734,2955730,43.791668,-72.258331,2955730,43.7917,-72.2583,WBM Input
16454,VT00005,3,2.361218306,1.088225552,0.783121992,-0.082320852,-0.199990443,1.105858803,-1.00333789,2955730,43.791668,-72.258331,2955730,43.7917,-72.2583,WBM Input
16455,VT00005,4,3.205215216,1.117709523,0.319823814,-0.130751577,-0.254156662,1.001123762,-0.924621885,2955730,43.791668,-72.258331,2955730,43.7917,-72.2583,WBM Input
16456,VT00005,5,2.886471506,1.258611896,0.340580244,-0.121659485,0.296341471,1.41571572,-1.043041451,2955730,43.791668,-72.258331,2955730,43.7917,-72.2583,WBM Input
16457,VT00005,6,2.475211202,1.311330375,0.282630801,0.010638193,0.580898343,1.176191658,-1.088315368,2955730,43.791668,-72.258331,2955730,43.7917,-72.2583,WBM Input
16458,VT00005,7,1.603973568,1.330324038,0.241100411,0.03187576,0.542390296,0.999970361,-1.047576564,2955730,43.791668,-72.258331,2955730,43.7917,-72.2583,WBM Input
16459,VT00005,8,1.44799897,1.274844718,0.512088772,0.066549517,0.209461418,1.000329125,-1.00241782,2955730,43.791668,-72.258331,2955730,43.7917,-72.2583,WBM Input
16460,VT00005,9,1.553237391,1.103000827,0.917017916,0.092906772,0.199924223,1.13531206,-0.991521334,2955730,43.791668,-72.258331,2955730,43.7917,-72.2583,WBM Input
16461,VT00005,10,1.760587732,1.041663199,0.913412703,0.005319987,-0.173878732,1.215574816,-0.988063184,2955730,43.791668,-72.258331,2955730,43.7917,-72.2583,WBM Input
16462,VT00005,11,1.781410204,0.992012595,1.0,-0.025227312,-0.199966422,1.213773585,-0.987784772,2955730,43.791668,-72.258331,2955730,43.7917,-72.2583,WBM Input
16463,VT00005,12,1.758965505,0.81561556,1.0,0.015297241,-0.127460404,1.069273191,-0.998755608,2955730,43.791668,-72.258331,2955730,43.7917,-72.2583,WBM Input
16464,VT00018,1,1.627180309,0.765339124,0.867181944,-0.082477382,-0.199990306,0.999991115,-1.116124237,2956449,42.991665,-72.941666,2956449,42.9917,-72.9417,WBM Input
16465,VT00018,2,2.058060575,0.887357186,0.752603948,-0.000331262,-0.079155834,1.000289571,-1.042881734,2956449,42.991665,-72.941666,2956449,42.9917,-72.9417,WBM Input
16466,VT00018,3,2.361218306,1.088225552,0.783121992,-0.082320852,-0.199990443,1.105858803,-1.00333789,2956449,42.991665,-72.941666,2956449,42.9917,-72.9417,WBM Input
16467,VT00018,4,3.205215216,1.117709523,0.319823814,-0.130751577,-0.254156662,1.001123762,-0.924621885,2956449,42.991665,-72.941666,2956449,42.9917,-72.9417,WBM Input
16468,VT00018,5,2.886471506,1.258611896,0.340580244,-0.121659485,0.296341471,1.41571572,-1.043041451,2956449,42.991665,-72.941666,2956449,42.9917,-72.9417,WBM Input
16469,VT00018,6,2.475211202,1.311330375,0.282630801,0.010638193,0.580898343,1.176191658,-1.088315368,2956449,42.991665,-72.941666,2956449,42.9917,-72.9417,WBM Input
16470,VT00018,7,1.603973568,1.330324038,0.241100411,0.03187576,0.542390296,0.999970361,-1.047576564,2956449,42.991665,-72.941666,2956449,42.9917,-72.9417,WBM Input
16471,VT00018,8,1.44799897,1.274844718,0.512088772,0.066549517,0.209461418,1.000329125,-1.00241782,2956449,42.991665,-72.941666,2956449,42.9917,-72.9417,WBM Input
16472,VT00018,9,1.553237391,1.103000827,0.917017916,0.092906772,0.199924223,1.13531206,-0.991521334,2956449,42.991665,-72.941666,2956449,42.9917,-72.9417,WBM Input
16473,VT00018,10,1.760587732,1.041663199,0.913412703,0.005319987,-0.173878732,1.215574816,-0.988063184,2956449,42.991665,-72.941666,2956449,42.9917,-72.9417,WBM Input
16474,VT00018,11,1.781410204,0.992012595,1.0,-0.025227312,-0.199966422,1.213773585,-0.987784772,2956449,42.991665,-72.941666,2956449,42.9917,-72.9417,WBM Input
16475,VT00018,12,1.758965505,0.81561556,1.0,0.015297241,-0.127460404,1.069273191,-0.998755608,2956449,42.991665,-72.941666,2956449,42.9917,-72.9417,WBM Input
16476,VT00025,1,1.627180309,0.765339124,0.867181944,-0.082477382,-0.199990306,0.999991115,-1.116124237,2955638,42.791668,-72.925003,2955638,42.7917,-72.925,WBM Input
16477,VT00025,2,2.058060575,0.887357186,0.752603948,-0.000331262,-0.079155834,1.000289571,-1.042881734,2955638,42.791668,-72.925003,2955638,42.7917,-72.925,WBM Input
16478,VT00025,3,2.361218306,1.088225552,0.783121992,-0.082320852,-0.199990443,1.105858803,-1.00333789,2955638,42.791668,-72.925003,2955638,42.7917,-72.925,WBM Input
16479,VT00025,4,3.205215216,1.117709523,0.319823814,-0.130751577,-0.254156662,1.001123762,-0.924621885,2955638,42.791668,-72.925003,2955638,42.7917,-72.925,WBM Input
16480,VT00025,5,2.886471506,1.258611896,0.340580244,-0.121659485,0.296341471,1.41571572,-1.043041451,2955638,42.791668,-72.925003,2955638,42.7917,-72.925,WBM Input
16481,VT00025,6,2.475211202,1.311330375,0.282630801,0.010638193,0.580898343,1.176191658,-1.088315368,2955638,42.791668,-72.925003,2955638,42.7917,-72.925,WBM Input
16482,VT00025,7,1.603973568,1.330324038,0.241100411,0.03187576,0.542390296,0.999970361,-1.047576564,2955638,42.791668,-72.925003,2955638,42.7917,-72.925,WBM Input
16483,VT00025,8,1.44799897,1.274844718,0.512088772,0.066549517,0.209461418,1.000329125,-1.00241782,2955638,42.791668,-72.925003,2955638,42.7917,-72.925,WBM Input
16484,VT00025,9,1.553237391,1.103000827,0.917017916,0.092906772,0.199924223,1.13531206,-0.991521334,2955638,42.791668,-72.925003,2955638,42.7917,-72.925,WBM Input
16485,VT00025,10,1.760587732,1.041663199,0.913412703,0.005319987,-0.173878732,1.215574816,-0.988063184,2955638,42.791668,-72.925003,2955638,42.7917,-72.925,WBM Input
16486,VT00025,11,1.781410204,0.992012595,1.0,-0.025227312,-0.199966422,1.213773585,-0.987784772,2955638,42.791668,-72.925003,2955638,42.7917,-72.925,WBM Input
16487,VT00025,12,1.758965505,0.81561556,1.0,0.015297241,-0.127460404,1.069273191,-0.998755608,2955638,42.791668,-72.925003,2955638,42.7917,-72.925,WBM Input
16488,VT00027,1,1.627180309,0.765339124,0.867181944,-0.082477382,-0.199990306,0.999991115,-1.116124237,3068898,44.375,-72.775002,3068898,44.375,-72.775,WBM Input
16489,VT00027,2,2.058060575,0.887357186,0.752603948,-0.000331262,-0.079155834,1.000289571,-1.042881734,3068898,44.375,-72.775002,3068898,44.375,-72.775,WBM Input
16490,VT00027,3,2.361218306,1.088225552,0.783121992,-0.082320852,-0.199990443,1.105858803,-1.00333789,3068898,44.375,-72.775002,3068898,44.375,-72.775,WBM Input
16491,VT00027,4,3.205215216,1.117709523,0.319823814,-0.130751577,-0.254156662,1.001123762,-0.924621885,3068898,44.375,-72.775002,3068898,44.375,-72.775,WBM Input
16492,VT00027,5,2.886471506,1.258611896,0.340580244,-0.121659485,0.296341471,1.41571572,-1.043041451,3068898,44.375,-72.775002,3068898,44.375,-72.775,WBM Input
16493,VT00027,6,2.475211202,1.311330375,0.282630801,0.010638193,0.580898343,1.176191658,-1.088315368,3068898,44.375,-72.775002,3068898,44.375,-72.775,WBM Input
16494,VT00027,7,1.603973568,1.330324038,0.241100411,0.03187576,0.542390296,0.999970361,-1.047576564,3068898,44.375,-72.775002,3068898,44.375,-72.775,WBM Input
16495,VT00027,8,1.44799897,1.274844718,0.512088772,0.066549517,0.209461418,1.000329125,-1.00241782,3068898,44.375,-72.775002,3068898,44.375,-72.775,WBM Input
16496,VT00027,9,1.553237391,1.103000827,0.917017916,0.092906772,0.199924223,1.13531206,-0.991521334,3068898,44.375,-72.775002,3068898,44.375,-72.775,WBM Input
16497,VT00027,10,1.760587732,1.041663199,0.913412703,0.005319987,-0.173878732,1.215574816,-0.988063184,3068898,44.375,-72.775002,3068898,44.375,-72.775,WBM Input
16498,VT00027,11,1.781410204,0.992012595,1.0,-0.025227312,-0.199966422,1.213773585,-0.987784772,3068898,44.375,-72.775002,3068898,44.375,-72.775,WBM Input
16499,VT00027,12,1.758965505,0.81561556,1.0,0.015297241,-0.127460404,1.069273191,-0.998755608,3068898,44.375,-72.775002,3068898,44.375,-72.775,WBM Input
16500,VT00052,1,1.627180309,0.765339124,0.867181944,-0.082477382,-0.199990306,0.999991115,-1.116124237,3069038,44.308334,-72.574997,3069038,44.3083,-72.575,remove
16501,VT00052,2,2.058060575,0.887357186,0.752603948,-0.000331262,-0.079155834,1.000289571,-1.042881734,3069038,44.308334,-72.574997,3069038,44.3083,-72.575,remove
16502,VT00052,3,2.361218306,1.088225552,0.783121992,-0.082320852,-0.199990443,1.105858803,-1.00333789,3069038,44.308334,-72.574997,3069038,44.3083,-72.575,remove
16503,VT00052,4,3.205215216,1.117709523,0.319823814,-0.130751577,-0.254156662,1.001123762,-0.924621885,3069038,44.308334,-72.574997,3069038,44.3083,-72.575,remove
16504,VT00052,5,2.886471506,1.258611896,0.340580244,-0.121659485,0.296341471,1.41571572,-1.043041451,3069038,44.308334,-72.574997,3069038,44.3083,-72.575,remove
16505,VT00052,6,2.475211202,1.311330375,0.282630801,0.010638193,0.580898343,1.176191658,-1.088315368,3069038,44.308334,-72.574997,3069038,44.3083,-72.575,remove
16506,VT00052,7,1.603973568,1.330324038,0.241100411,0.03187576,0.542390296,0.999970361,-1.047576564,3069038,44.308334,-72.574997,3069038,44.3083,-72.575,remove
16507,VT00052,8,1.44799897,1.274844718,0.512088772,0.066549517,0.209461418,1.000329125,-1.00241782,3069038,44.308334,-72.574997,3069038,44.3083,-72.575,remove
16508,VT00052,9,1.553237391,1.103000827,0.917017916,0.092906772,0.199924223,1.13531206,-0.991521334,3069038,44.308334,-72.574997,3069038,44.3083,-72.575,remove
16509,VT00052,10,1.760587732,1.041663199,0.913412703,0.005319987,-0.173878732,1.215574816,-0.988063184,3069038,44.308334,-72.574997,3069038,44.3083,-72.575,remove
16510,VT00052,11,1.781410204,0.992012595,1.0,-0.025227312,-0.199966422,1.213773585,-0.987784772,3069038,44.308334,-72.574997,3069038,44.3083,-72.575,remove
16511,VT00052,12,1.758965505,0.81561556,1.0,0.015297241,-0.127460404,1.069273191,-0.998755608,3069038,44.308334,-72.574997,3069038,44.3083,-72.575,remove
16512,VT00178,1,1.627180309,0.765339124,0.867181944,-0.082477382,-0.199990306,0.999991115,-1.116124237,3069602,43.724998,-72.925003,3069602,43.725,-72.925,WBM Input
16513,VT00178,2,2.058060575,0.887357186,0.752603948,-0.000331262,-0.079155834,1.000289571,-1.042881734,3069602,43.724998,-72.925003,3069602,43.725,-72.925,WBM Input
16514,VT00178,3,2.361218306,1.088225552,0.783121992,-0.082320852,-0.199990443,1.105858803,-1.00333789,3069602,43.724998,-72.925003,3069602,43.725,-72.925,WBM Input
16515,VT00178,4,3.205215216,1.117709523,0.319823814,-0.130751577,-0.254156662,1.001123762,-0.924621885,3069602,43.724998,-72.925003,3069602,43.725,-72.925,WBM Input
16516,VT00178,5,2.886471506,1.258611896,0.340580244,-0.121659485,0.296341471,1.41571572,-1.043041451,3069602,43.724998,-72.925003,3069602,43.725,-72.925,WBM Input
16517,VT00178,6,2.475211202,1.311330375,0.282630801,0.010638193,0.580898343,1.176191658,-1.088315368,3069602,43.724998,-72.925003,3069602,43.725,-72.925,WBM Input
16518,VT00178,7,1.603973568,1.330324038,0.241100411,0.03187576,0.542390296,0.999970361,-1.047576564,3069602,43.724998,-72.925003,3069602,43.725,-72.925,WBM Input
16519,VT00178,8,1.44799897,1.274844718,0.512088772,0.066549517,0.209461418,1.000329125,-1.00241782,3069602,43.724998,-72.925003,3069602,43.725,-72.925,WBM Input
16520,VT00178,9,1.553237391,1.103000827,0.917017916,0.092906772,0.199924223,1.13531206,-0.991521334,3069602,43.724998,-72.925003,3069602,43.725,-72.925,WBM Input
16521,VT00178,10,1.760587732,1.041663199,0.913412703,0.005319987,-0.173878732,1.215574816,-0.988063184,3069602,43.724998,-72.925003,3069602,43.725,-72.925,WBM Input
16522,VT00178,11,1.781410204,0.992012595,1.0,-0.025227312,-0.199966422,1.213773585,-0.987784772,3069602,43.724998,-72.925003,3069602,43.725,-72.925,WBM Input
16523,VT00178,12,1.758965505,0.81561556,1.0,0.015297241,-0.127460404,1.069273191,-0.998755608,3069602,43.724998,-72.925003,3069602,43.725,-72.925,WBM Input
16524,WA00004,1,1.627180309,0.765339124,0.867181944,-0.082477382,-0.199990306,0.999991115,-1.116124237,1568057,47.841667,-120.008331,1568057,47.8417,-120.0083,WBM Input
16525,WA00004,2,2.058060575,0.887357186,0.752603948,-0.000331262,-0.079155834,1.000289571,-1.042881734,1568057,47.841667,-120.008331,1568057,47.8417,-120.0083,WBM Input
16526,WA00004,3,2.361218306,1.088225552,0.783121992,-0.082320852,-0.199990443,1.105858803,-1.00333789,1568057,47.841667,-120.008331,1568057,47.8417,-120.0083,WBM Input
16527,WA00004,4,3.205215216,1.117709523,0.319823814,-0.130751577,-0.254156662,1.001123762,-0.924621885,1568057,47.841667,-120.008331,1568057,47.8417,-120.0083,WBM Input
16528,WA00004,5,2.886471506,1.258611896,0.340580244,-0.121659485,0.296341471,1.41571572,-1.043041451,1568057,47.841667,-120.008331,1568057,47.8417,-120.0083,WBM Input
16529,WA00004,6,2.475211202,1.311330375,0.282630801,0.010638193,0.580898343,1.176191658,-1.088315368,1568057,47.841667,-120.008331,1568057,47.8417,-120.0083,WBM Input
16530,WA00004,7,1.603973568,1.330324038,0.241100411,0.03187576,0.542390296,0.999970361,-1.047576564,1568057,47.841667,-120.008331,1568057,47.8417,-120.0083,WBM Input
16531,WA00004,8,1.44799897,1.274844718,0.512088772,0.066549517,0.209461418,1.000329125,-1.00241782,1568057,47.841667,-120.008331,1568057,47.8417,-120.0083,WBM Input
16532,WA00004,9,1.553237391,1.103000827,0.917017916,0.092906772,0.199924223,1.13531206,-0.991521334,1568057,47.841667,-120.008331,1568057,47.8417,-120.0083,WBM Input
16533,WA00004,10,1.760587732,1.041663199,0.913412703,0.005319987,-0.173878732,1.215574816,-0.988063184,1568057,47.841667,-120.008331,1568057,47.8417,-120.0083,WBM Input
