,NIDID,month,alpha,release_adj,increment1,increment2,increment3,inc_mult,demand_factor,cell_id,lat,lon,cell_id_orig,lat_orig,lon_orig,WBM_Decision
10860,NY00678,1,1.627180309,0.765339124,0.867181944,-0.082477382,-0.199990306,0.999991115,-1.116124237,1241965,44.991665,-74.808334,1241965,44.9917,-74.8083,WBM Input
10861,NY00678,2,2.058060575,0.887357186,0.752603948,-0.000331262,-0.079155834,1.000289571,-1.042881734,1241965,44.991665,-74.808334,1241965,44.9917,-74.8083,WBM Input
10862,NY00678,3,2.361218306,1.088225552,0.783121992,-0.082320852,-0.199990443,1.105858803,-1.00333789,1241965,44.991665,-74.808334,1241965,44.9917,-74.8083,WBM Input
10863,NY00678,4,3.205215216,1.117709523,0.319823814,-0.130751577,-0.254156662,1.001123762,-0.924621885,1241965,44.991665,-74.808334,1241965,44.9917,-74.8083,WBM Input
10864,NY00678,5,2.886471506,1.258611896,0.340580244,-0.121659485,0.296341471,1.41571572,-1.043041451,1241965,44.991665,-74.808334,1241965,44.9917,-74.8083,WBM Input
10865,NY00678,6,2.475211202,1.311330375,0.282630801,0.010638193,0.580898343,1.176191658,-1.088315368,1241965,44.991665,-74.808334,1241965,44.9917,-74.8083,WBM Input
10866,NY00678,7,1.603973568,1.330324038,0.241100411,0.03187576,0.542390296,0.999970361,-1.047576564,1241965,44.991665,-74.808334,1241965,44.9917,-74.8083,WBM Input
10867,NY00678,8,1.44799897,1.274844718,0.512088772,0.066549517,0.209461418,1.000329125,-1.00241782,1241965,44.991665,-74.808334,1241965,44.9917,-74.8083,WBM Input
10868,NY00678,9,1.553237391,1.103000827,0.917017916,0.092906772,0.199924223,1.13531206,-0.991521334,1241965,44.991665,-74.808334,1241965,44.9917,-74.8083,WBM Input
10869,NY00678,10,1.760587732,1.041663199,0.913412703,0.005319987,-0.173878732,1.215574816,-0.988063184,1241965,44.991665,-74.808334,1241965,44.9917,-74.8083,WBM Input
10870,NY00678,11,1.781410204,0.992012595,1.0,-0.025227312,-0.199966422,1.213773585,-0.987784772,1241965,44.991665,-74.808334,1241965,44.9917,-74.8083,WBM Input
10871,NY00678,12,1.758965505,0.81561556,1.0,0.015297241,-0.127460404,1.069273191,-0.998755608,1241965,44.991665,-74.808334,1241965,44.9917,-74.8083,WBM Input
10872,NY00696,1,1.627180309,0.765339124,0.867181944,-0.082477382,-0.199990306,0.999991115,-1.116124237,2967408,41.591667,-74.775002,2967408,41.5917,-74.775,remove
10873,NY00696,2,2.058060575,0.887357186,0.752603948,-0.000331262,-0.079155834,1.000289571,-1.042881734,2967408,41.591667,-74.775002,2967408,41.5917,-74.775,remove
10874,NY00696,3,2.361218306,1.088225552,0.783121992,-0.082320852,-0.199990443,1.105858803,-1.00333789,2967408,41.591667,-74.775002,2967408,41.5917,-74.775,remove
10875,NY00696,4,3.205215216,1.117709523,0.319823814,-0.130751577,-0.254156662,1.001123762,-0.924621885,2967408,41.591667,-74.775002,2967408,41.5917,-74.775,remove
10876,NY00696,5,2.886471506,1.258611896,0.340580244,-0.121659485,0.296341471,1.41571572,-1.043041451,2967408,41.591667,-74.775002,2967408,41.5917,-74.775,remove
10877,NY00696,6,2.475211202,1.311330375,0.282630801,0.010638193,0.580898343,1.176191658,-1.088315368,2967408,41.591667,-74.775002,2967408,41.5917,-74.775,remove
10878,NY00696,7,1.603973568,1.330324038,0.241100411,0.03187576,0.542390296,0.999970361,-1.047576564,2967408,41.591667,-74.775002,2967408,41.5917,-74.775,remove
10879,NY00696,8,1.44799897,1.274844718,0.512088772,0.066549517,0.209461418,1.000329125,-1.00241782,2967408,41.591667,-74.775002,2967408,41.5917,-74.775,remove
10880,NY00696,9,1.553237391,1.103000827,0.917017916,0.092906772,0.199924223,1.13531206,-0.991521334,2967408,41.591667,-74.775002,2967408,41.5917,-74.775,remove
10881,NY00696,10,1.760587732,1.041663199,0.913412703,0.005319987,-0.173878732,1.215574816,-0.988063184,2967408,41.591667,-74.775002,2967408,41.5917,-74.775,remove
10882,NY00696,11,1.781410204,0.992012595,1.0,-0.025227312,-0.199966422,1.213773585,-0.987784772,2967408,41.591667,-74.775002,2967408,41.5917,-74.775,remove
10883,NY00696,12,1.758965505,0.81561556,1.0,0.015297241,-0.127460404,1.069273191,-0.998755608,2967408,41.591667,-74.775002,2967408,41.5917,-74.775,remove
10884,NY00709,1,1.627180309,0.765339124,0.867181944,-0.082477382,-0.199990306,0.999991115,-1.116124237,1249397,42.908333,-76.875,1249397,42.9083,-76.875,remove
10885,NY00709,2,2.058060575,0.887357186,0.752603948,-0.000331262,-0.079155834,1.000289571,-1.042881734,1249397,42.908333,-76.875,1249397,42.9083,-76.875,remove
10886,NY00709,3,2.361218306,1.088225552,0.783121992,-0.082320852,-0.199990443,1.105858803,-1.00333789,1249397,42.908333,-76.875,1249397,42.9083,-76.875,remove
10887,NY00709,4,3.205215216,1.117709523,0.319823814,-0.130751577,-0.254156662,1.001123762,-0.924621885,1249397,42.908333,-76.875,1249397,42.9083,-76.875,remove
10888,NY00709,5,2.886471506,1.258611896,0.340580244,-0.121659485,0.296341471,1.41571572,-1.043041451,1249397,42.908333,-76.875,1249397,42.9083,-76.875,remove
10889,NY00709,6,2.475211202,1.311330375,0.282630801,0.010638193,0.580898343,1.176191658,-1.088315368,1249397,42.908333,-76.875,1249397,42.9083,-76.875,remove
10890,NY00709,7,1.603973568,1.330324038,0.241100411,0.03187576,0.542390296,0.999970361,-1.047576564,1249397,42.908333,-76.875,1249397,42.9083,-76.875,remove
10891,NY00709,8,1.44799897,1.274844718,0.512088772,0.066549517,0.209461418,1.000329125,-1.00241782,1249397,42.908333,-76.875,1249397,42.9083,-76.875,remove
10892,NY00709,9,1.553237391,1.103000827,0.917017916,0.092906772,0.199924223,1.13531206,-0.991521334,1249397,42.908333,-76.875,1249397,42.9083,-76.875,remove
10893,NY00709,10,1.760587732,1.041663199,0.913412703,0.005319987,-0.173878732,1.215574816,-0.988063184,1249397,42.908333,-76.875,1249397,42.9083,-76.875,remove
10894,NY00709,11,1.781410204,0.992012595,1.0,-0.025227312,-0.199966422,1.213773585,-0.987784772,1249397,42.908333,-76.875,1249397,42.9083,-76.875,remove
10895,NY00709,12,1.758965505,0.81561556,1.0,0.015297241,-0.127460404,1.069273191,-0.998755608,1249397,42.908333,-76.875,1249397,42.9083,-76.875,remove
10896,NY00734,1,1.627180309,0.765339124,0.867181944,-0.082477382,-0.199990306,0.999991115,-1.116124237,3220430,44.224998,-74.525002,3220430,44.225,-74.525,WBM Input
10897,NY00734,2,2.058060575,0.887357186,0.752603948,-0.000331262,-0.079155834,1.000289571,-1.042881734,3220430,44.224998,-74.525002,3220430,44.225,-74.525,WBM Input
10898,NY00734,3,2.361218306,1.088225552,0.783121992,-0.082320852,-0.199990443,1.105858803,-1.00333789,3220430,44.224998,-74.525002,3220430,44.225,-74.525,WBM Input
10899,NY00734,4,3.205215216,1.117709523,0.319823814,-0.130751577,-0.254156662,1.001123762,-0.924621885,3220430,44.224998,-74.525002,3220430,44.225,-74.525,WBM Input
10900,NY00734,5,2.886471506,1.258611896,0.340580244,-0.121659485,0.296341471,1.41571572,-1.043041451,3220430,44.224998,-74.525002,3220430,44.225,-74.525,WBM Input
10901,NY00734,6,2.475211202,1.311330375,0.282630801,0.010638193,0.580898343,1.176191658,-1.088315368,3220430,44.224998,-74.525002,3220430,44.225,-74.525,WBM Input
10902,NY00734,7,1.603973568,1.330324038,0.241100411,0.03187576,0.542390296,0.999970361,-1.047576564,3220430,44.224998,-74.525002,3220430,44.225,-74.525,WBM Input
10903,NY00734,8,1.44799897,1.274844718,0.512088772,0.066549517,0.209461418,1.000329125,-1.00241782,3220430,44.224998,-74.525002,3220430,44.225,-74.525,WBM Input
10904,NY00734,9,1.553237391,1.103000827,0.917017916,0.092906772,0.199924223,1.13531206,-0.991521334,3220430,44.224998,-74.525002,3220430,44.225,-74.525,WBM Input
10905,NY00734,10,1.760587732,1.041663199,0.913412703,0.005319987,-0.173878732,1.215574816,-0.988063184,3220430,44.224998,-74.525002,3220430,44.225,-74.525,WBM Input
10906,NY00734,11,1.781410204,0.992012595,1.0,-0.025227312,-0.199966422,1.213773585,-0.987784772,3220430,44.224998,-74.525002,3220430,44.225,-74.525,WBM Input
10907,NY00734,12,1.758965505,0.81561556,1.0,0.015297241,-0.127460404,1.069273191,-0.998755608,3220430,44.224998,-74.525002,3220430,44.225,-74.525,WBM Input
10908,NY00740,1,1.627180309,0.765339124,0.867181944,-0.082477382,-0.199990306,0.999991115,-1.116124237,2681149,42.341667,-77.708336,2681149,42.3417,-77.7083,WBM Input
10909,NY00740,2,2.058060575,0.887357186,0.752603948,-0.000331262,-0.079155834,1.000289571,-1.042881734,2681149,42.341667,-77.708336,2681149,42.3417,-77.7083,WBM Input
10910,NY00740,3,2.361218306,1.088225552,0.783121992,-0.082320852,-0.199990443,1.105858803,-1.00333789,2681149,42.341667,-77.708336,2681149,42.3417,-77.7083,WBM Input
10911,NY00740,4,3.205215216,1.117709523,0.319823814,-0.130751577,-0.254156662,1.001123762,-0.924621885,2681149,42.341667,-77.708336,2681149,42.3417,-77.7083,WBM Input
10912,NY00740,5,2.886471506,1.258611896,0.340580244,-0.121659485,0.296341471,1.41571572,-1.043041451,2681149,42.341667,-77.708336,2681149,42.3417,-77.7083,WBM Input
10913,NY00740,6,2.475211202,1.311330375,0.282630801,0.010638193,0.580898343,1.176191658,-1.088315368,2681149,42.341667,-77.708336,2681149,42.3417,-77.7083,WBM Input
10914,NY00740,7,1.603973568,1.330324038,0.241100411,0.03187576,0.542390296,0.999970361,-1.047576564,2681149,42.341667,-77.708336,2681149,42.3417,-77.7083,WBM Input
10915,NY00740,8,1.44799897,1.274844718,0.512088772,0.066549517,0.209461418,1.000329125,-1.00241782,2681149,42.341667,-77.708336,2681149,42.3417,-77.7083,WBM Input
10916,NY00740,9,1.553237391,1.103000827,0.917017916,0.092906772,0.199924223,1.13531206,-0.991521334,2681149,42.341667,-77.708336,2681149,42.3417,-77.7083,WBM Input
10917,NY00740,10,1.760587732,1.041663199,0.913412703,0.005319987,-0.173878732,1.215574816,-0.988063184,2681149,42.341667,-77.708336,2681149,42.3417,-77.7083,WBM Input
10918,NY00740,11,1.781410204,0.992012595,1.0,-0.025227312,-0.199966422,1.213773585,-0.987784772,2681149,42.341667,-77.708336,2681149,42.3417,-77.7083,WBM Input
10919,NY00740,12,1.758965505,0.81561556,1.0,0.015297241,-0.127460404,1.069273191,-0.998755608,2681149,42.341667,-77.708336,2681149,42.3417,-77.7083,WBM Input
10920,NY00753,1,1.627180309,0.765339124,0.867181944,-0.082477382,-0.199990306,0.999991115,-1.116124237,1276865,42.891666,-76.308334,1276865,42.8917,-76.3083,WBM Input
10921,NY00753,2,2.058060575,0.887357186,0.752603948,-0.000331262,-0.079155834,1.000289571,-1.042881734,1276865,42.891666,-76.308334,1276865,42.8917,-76.3083,WBM Input
10922,NY00753,3,2.361218306,1.088225552,0.783121992,-0.082320852,-0.199990443,1.105858803,-1.00333789,1276865,42.891666,-76.308334,1276865,42.8917,-76.3083,WBM Input
10923,NY00753,4,3.205215216,1.117709523,0.319823814,-0.130751577,-0.254156662,1.001123762,-0.924621885,1276865,42.891666,-76.308334,1276865,42.8917,-76.3083,WBM Input
10924,NY00753,5,2.886471506,1.258611896,0.340580244,-0.121659485,0.296341471,1.41571572,-1.043041451,1276865,42.891666,-76.308334,1276865,42.8917,-76.3083,WBM Input
10925,NY00753,6,2.475211202,1.311330375,0.282630801,0.010638193,0.580898343,1.176191658,-1.088315368,1276865,42.891666,-76.308334,1276865,42.8917,-76.3083,WBM Input
10926,NY00753,7,1.603973568,1.330324038,0.241100411,0.03187576,0.542390296,0.999970361,-1.047576564,1276865,42.891666,-76.308334,1276865,42.8917,-76.3083,WBM Input
10927,NY00753,8,1.44799897,1.274844718,0.512088772,0.066549517,0.209461418,1.000329125,-1.00241782,1276865,42.891666,-76.308334,1276865,42.8917,-76.3083,WBM Input
10928,NY00753,9,1.553237391,1.103000827,0.917017916,0.092906772,0.199924223,1.13531206,-0.991521334,1276865,42.891666,-76.308334,1276865,42.8917,-76.3083,WBM Input
10929,NY00753,10,1.760587732,1.041663199,0.913412703,0.005319987,-0.173878732,1.215574816,-0.988063184,1276865,42.891666,-76.308334,1276865,42.8917,-76.3083,WBM Input
10930,NY00753,11,1.781410204,0.992012595,1.0,-0.025227312,-0.199966422,1.213773585,-0.987784772,1276865,42.891666,-76.308334,1276865,42.8917,-76.3083,WBM Input
10931,NY00753,12,1.758965505,0.81561556,1.0,0.015297241,-0.127460404,1.069273191,-0.998755608,1276865,42.891666,-76.308334,1276865,42.8917,-76.3083,WBM Input
10932,NY00776,1,1.627180309,0.765339124,0.867181944,-0.082477382,-0.199990306,0.999991115,-1.116124237,1259761,42.924999,-76.558334,1259761,42.925,-76.5583,WBM Input
10933,NY00776,2,2.058060575,0.887357186,0.752603948,-0.000331262,-0.079155834,1.000289571,-1.042881734,1259761,42.924999,-76.558334,1259761,42.925,-76.5583,WBM Input
10934,NY00776,3,2.361218306,1.088225552,0.783121992,-0.082320852,-0.199990443,1.105858803,-1.00333789,1259761,42.924999,-76.558334,1259761,42.925,-76.5583,WBM Input
10935,NY00776,4,3.205215216,1.117709523,0.319823814,-0.130751577,-0.254156662,1.001123762,-0.924621885,1259761,42.924999,-76.558334,1259761,42.925,-76.5583,WBM Input
10936,NY00776,5,2.886471506,1.258611896,0.340580244,-0.121659485,0.296341471,1.41571572,-1.043041451,1259761,42.924999,-76.558334,1259761,42.925,-76.5583,WBM Input
10937,NY00776,6,2.475211202,1.311330375,0.282630801,0.010638193,0.580898343,1.176191658,-1.088315368,1259761,42.924999,-76.558334,1259761,42.925,-76.5583,WBM Input
10938,NY00776,7,1.603973568,1.330324038,0.241100411,0.03187576,0.542390296,0.999970361,-1.047576564,1259761,42.924999,-76.558334,1259761,42.925,-76.5583,WBM Input
10939,NY00776,8,1.44799897,1.274844718,0.512088772,0.066549517,0.209461418,1.000329125,-1.00241782,1259761,42.924999,-76.558334,1259761,42.925,-76.5583,WBM Input
10940,NY00776,9,1.553237391,1.103000827,0.917017916,0.092906772,0.199924223,1.13531206,-0.991521334,1259761,42.924999,-76.558334,1259761,42.925,-76.5583,WBM Input
10941,NY00776,10,1.760587732,1.041663199,0.913412703,0.005319987,-0.173878732,1.215574816,-0.988063184,1259761,42.924999,-76.558334,1259761,42.925,-76.5583,WBM Input
10942,NY00776,11,1.781410204,0.992012595,1.0,-0.025227312,-0.199966422,1.213773585,-0.987784772,1259761,42.924999,-76.558334,1259761,42.925,-76.5583,WBM Input
10943,NY00776,12,1.758965505,0.81561556,1.0,0.015297241,-0.127460404,1.069273191,-0.998755608,1259761,42.924999,-76.558334,1259761,42.925,-76.5583,WBM Input
10944,NY00792,1,1.627180309,0.765339124,0.867181944,-0.082477382,-0.199990306,0.999991115,-1.116124237,1245357,43.158333,-76.324997,1245357,43.1583,-76.325,remove
10945,NY00792,2,2.058060575,0.887357186,0.752603948,-0.000331262,-0.079155834,1.000289571,-1.042881734,1245357,43.158333,-76.324997,1245357,43.1583,-76.325,remove
10946,NY00792,3,2.361218306,1.088225552,0.783121992,-0.082320852,-0.199990443,1.105858803,-1.00333789,1245357,43.158333,-76.324997,1245357,43.1583,-76.325,remove
10947,NY00792,4,3.205215216,1.117709523,0.319823814,-0.130751577,-0.254156662,1.001123762,-0.924621885,1245357,43.158333,-76.324997,1245357,43.1583,-76.325,remove
10948,NY00792,5,2.886471506,1.258611896,0.340580244,-0.121659485,0.296341471,1.41571572,-1.043041451,1245357,43.158333,-76.324997,1245357,43.1583,-76.325,remove
10949,NY00792,6,2.475211202,1.311330375,0.282630801,0.010638193,0.580898343,1.176191658,-1.088315368,1245357,43.158333,-76.324997,1245357,43.1583,-76.325,remove
10950,NY00792,7,1.603973568,1.330324038,0.241100411,0.03187576,0.542390296,0.999970361,-1.047576564,1245357,43.158333,-76.324997,1245357,43.1583,-76.325,remove
10951,NY00792,8,1.44799897,1.274844718,0.512088772,0.066549517,0.209461418,1.000329125,-1.00241782,1245357,43.158333,-76.324997,1245357,43.1583,-76.325,remove
10952,NY00792,9,1.553237391,1.103000827,0.917017916,0.092906772,0.199924223,1.13531206,-0.991521334,1245357,43.158333,-76.324997,1245357,43.1583,-76.325,remove
10953,NY00792,10,1.760587732,1.041663199,0.913412703,0.005319987,-0.173878732,1.215574816,-0.988063184,1245357,43.158333,-76.324997,1245357,43.1583,-76.325,remove
10954,NY00792,11,1.781410204,0.992012595,1.0,-0.025227312,-0.199966422,1.213773585,-0.987784772,1245357,43.158333,-76.324997,1245357,43.1583,-76.325,remove
10955,NY00792,12,1.758965505,0.81561556,1.0,0.015297241,-0.127460404,1.069273191,-0.998755608,1245357,43.158333,-76.324997,1245357,43.1583,-76.325,remove
10956,NY01055,1,1.627180309,0.765339124,0.867181944,-0.082477382,-0.199990306,0.999991115,-1.116124237,2679763,42.358334,-75.974998,2679763,42.3583,-75.975,WBM Input
10957,NY01055,2,2.058060575,0.887357186,0.752603948,-0.000331262,-0.079155834,1.000289571,-1.042881734,2679763,42.358334,-75.974998,2679763,42.3583,-75.975,WBM Input
10958,NY01055,3,2.361218306,1.088225552,0.783121992,-0.082320852,-0.199990443,1.105858803,-1.00333789,2679763,42.358334,-75.974998,2679763,42.3583,-75.975,WBM Input
10959,NY01055,4,3.205215216,1.117709523,0.319823814,-0.130751577,-0.254156662,1.001123762,-0.924621885,2679763,42.358334,-75.974998,2679763,42.3583,-75.975,WBM Input
10960,NY01055,5,2.886471506,1.258611896,0.340580244,-0.121659485,0.296341471,1.41571572,-1.043041451,2679763,42.358334,-75.974998,2679763,42.3583,-75.975,WBM Input
10961,NY01055,6,2.475211202,1.311330375,0.282630801,0.010638193,0.580898343,1.176191658,-1.088315368,2679763,42.358334,-75.974998,2679763,42.3583,-75.975,WBM Input
10962,NY01055,7,1.603973568,1.330324038,0.241100411,0.03187576,0.542390296,0.999970361,-1.047576564,2679763,42.358334,-75.974998,2679763,42.3583,-75.975,WBM Input
10963,NY01055,8,1.44799897,1.274844718,0.512088772,0.066549517,0.209461418,1.000329125,-1.00241782,2679763,42.358334,-75.974998,2679763,42.3583,-75.975,WBM Input
10964,NY01055,9,1.553237391,1.103000827,0.917017916,0.092906772,0.199924223,1.13531206,-0.991521334,2679763,42.358334,-75.974998,2679763,42.3583,-75.975,WBM Input
10965,NY01055,10,1.760587732,1.041663199,0.913412703,0.005319987,-0.173878732,1.215574816,-0.988063184,2679763,42.358334,-75.974998,2679763,42.3583,-75.975,WBM Input
10966,NY01055,11,1.781410204,0.992012595,1.0,-0.025227312,-0.199966422,1.213773585,-0.987784772,2679763,42.358334,-75.974998,2679763,42.3583,-75.975,WBM Input
10967,NY01055,12,1.758965505,0.81561556,1.0,0.015297241,-0.127460404,1.069273191,-0.998755608,2679763,42.358334,-75.974998,2679763,42.3583,-75.975,WBM Input
10968,NY01211,1,1.627180309,0.765339124,0.867181944,-0.082477382,-0.199990306,0.999991115,-1.116124237,2680418,42.325001,-75.224998,2680418,42.325,-75.225,WBM Input
10969,NY01211,2,2.058060575,0.887357186,0.752603948,-0.000331262,-0.079155834,1.000289571,-1.042881734,2680418,42.325001,-75.224998,2680418,42.325,-75.225,WBM Input
10970,NY01211,3,2.361218306,1.088225552,0.783121992,-0.082320852,-0.199990443,1.105858803,-1.00333789,2680418,42.325001,-75.224998,2680418,42.325,-75.225,WBM Input
10971,NY01211,4,3.205215216,1.117709523,0.319823814,-0.130751577,-0.254156662,1.001123762,-0.924621885,2680418,42.325001,-75.224998,2680418,42.325,-75.225,WBM Input
10972,NY01211,5,2.886471506,1.258611896,0.340580244,-0.121659485,0.296341471,1.41571572,-1.043041451,2680418,42.325001,-75.224998,2680418,42.325,-75.225,WBM Input
10973,NY01211,6,2.475211202,1.311330375,0.282630801,0.010638193,0.580898343,1.176191658,-1.088315368,2680418,42.325001,-75.224998,2680418,42.325,-75.225,WBM Input
10974,NY01211,7,1.603973568,1.330324038,0.241100411,0.03187576,0.542390296,0.999970361,-1.047576564,2680418,42.325001,-75.224998,2680418,42.325,-75.225,WBM Input
10975,NY01211,8,1.44799897,1.274844718,0.512088772,0.066549517,0.209461418,1.000329125,-1.00241782,2680418,42.325001,-75.224998,2680418,42.325,-75.225,WBM Input
10976,NY01211,9,1.553237391,1.103000827,0.917017916,0.092906772,0.199924223,1.13531206,-0.991521334,2680418,42.325001,-75.224998,2680418,42.325,-75.225,WBM Input
10977,NY01211,10,1.760587732,1.041663199,0.913412703,0.005319987,-0.173878732,1.215574816,-0.988063184,2680418,42.325001,-75.224998,2680418,42.325,-75.225,WBM Input
10978,NY01211,11,1.781410204,0.992012595,1.0,-0.025227312,-0.199966422,1.213773585,-0.987784772,2680418,42.325001,-75.224998,2680418,42.325,-75.225,WBM Input
10979,NY01211,12,1.758965505,0.81561556,1.0,0.015297241,-0.127460404,1.069273191,-0.998755608,2680418,42.325001,-75.224998,2680418,42.325,-75.225,WBM Input
10980,OH00001,1,0.271947660338533,1.270245198494802,-0.0501885770216331,0.72388160832798,-0.6475931758300045,0.7010581044689431,-1.150213773937624,67289,40.641666,-82.341667,67289,40.6417,-82.3417,WBM Input
10981,OH00001,2,0.3527686396903648,0.7458396026787392,1.0618843114773917,0.0168526295610442,-0.6842139070032648,0.575214755384959,-1.3924033611127722,67289,40.641666,-82.341667,67289,40.6417,-82.3417,WBM Input
10982,OH00001,3,3.6180044004533847,0.7706229666360906,4.9999938421996655,2.0842836126895024,1.1428808210168897,1.8759460282334863,-0.5265876181063011,67289,40.641666,-82.341667,67289,40.6417,-82.3417,WBM Input
10983,OH00001,4,6.045468770938492,0.912895195394712,4.999983726629223,2.5412415331157585,-0.9997913395043372,1.581498342991465,-0.4630170384940968,67289,40.641666,-82.341667,67289,40.6417,-82.3417,WBM Input
10984,OH00001,5,1.779374677030863,0.7769588321960644,1.0364842796196938,0.2712526365114642,1.0,4.04251432221316,-0.895219858127521,67289,40.641666,-82.341667,67289,40.6417,-82.3417,WBM Input
10985,OH00001,6,1.3424311915408818,1.1947430167557105,0.4103112657433331,-0.3325923352308177,1.0,0.573565200227936,-0.1875880796233531,67289,40.641666,-82.341667,67289,40.6417,-82.3417,WBM Input
10986,OH00001,7,1.821688837835275,0.8502584321453912,2.0438508116152674,0.2298679198373912,-0.2617953077688184,4.574292117802457,-0.8258925927689098,67289,40.641666,-82.341667,67289,40.6417,-82.3417,WBM Input
10987,OH00001,8,2.000150401503366,1.315628911163939,0.947480154196575,0.1748352915790773,0.4461134026160998,4.999995619146803,-1.328754162456247,67289,40.641666,-82.341667,67289,40.6417,-82.3417,WBM Input
10988,OH00001,9,1.4179813959649656,1.3192165577410342,0.3549135772897375,0.0060772137540745,0.1410096642579276,4.999995867312703,-0.5111486771586278,67289,40.641666,-82.341667,67289,40.6417,-82.3417,WBM Input
10989,OH00001,10,1.9062388212537844,0.891142362266302,0.694937521654617,0.4814720134392558,0.5969487085532791,4.999975738958202,-1.4435664550935707,67289,40.641666,-82.341667,67289,40.6417,-82.3417,WBM Input
10990,OH00001,11,0.0010000006550937,0.9115002722780576,-0.9975392606134188,-0.9993443571986168,-0.9982912305660724,0.9981395027416416,-0.8442130415748449,67289,40.641666,-82.341667,67289,40.6417,-82.3417,WBM Input
10991,OH00001,12,1.778174252693481,1.3143934308434742,4.999995114080618,1.51260971677862,1.3471907805360277,1.7944955345962657,-1.2000704968820608,67289,40.641666,-82.341667,67289,40.6417,-82.3417,WBM Input
10992,OH00002,1,1.627180309,0.765339124,0.867181944,-0.082477382,-0.199990306,0.999991115,-1.116124237,34922,40.158333,-81.841667,34922,40.1583,-81.8417,WBM Input
10993,OH00002,2,2.058060575,0.887357186,0.752603948,-0.000331262,-0.079155834,1.000289571,-1.042881734,34922,40.158333,-81.841667,34922,40.1583,-81.8417,WBM Input
10994,OH00002,3,2.361218306,1.088225552,0.783121992,-0.082320852,-0.199990443,1.105858803,-1.00333789,34922,40.158333,-81.841667,34922,40.1583,-81.8417,WBM Input
10995,OH00002,4,3.205215216,1.117709523,0.319823814,-0.130751577,-0.254156662,1.001123762,-0.924621885,34922,40.158333,-81.841667,34922,40.1583,-81.8417,WBM Input
10996,OH00002,5,2.886471506,1.258611896,0.340580244,-0.121659485,0.296341471,1.41571572,-1.043041451,34922,40.158333,-81.841667,34922,40.1583,-81.8417,WBM Input
10997,OH00002,6,2.475211202,1.311330375,0.282630801,0.010638193,0.580898343,1.176191658,-1.088315368,34922,40.158333,-81.841667,34922,40.1583,-81.8417,WBM Input
10998,OH00002,7,1.603973568,1.330324038,0.241100411,0.03187576,0.542390296,0.999970361,-1.047576564,34922,40.158333,-81.841667,34922,40.1583,-81.8417,WBM Input
10999,OH00002,8,1.44799897,1.274844718,0.512088772,0.066549517,0.209461418,1.000329125,-1.00241782,34922,40.158333,-81.841667,34922,40.1583,-81.8417,WBM Input
11000,OH00002,9,1.553237391,1.103000827,0.917017916,0.092906772,0.199924223,1.13531206,-0.991521334,34922,40.158333,-81.841667,34922,40.1583,-81.8417,WBM Input
11001,OH00002,10,1.760587732,1.041663199,0.913412703,0.005319987,-0.173878732,1.215574816,-0.988063184,34922,40.158333,-81.841667,34922,40.1583,-81.8417,WBM Input
11002,OH00002,11,1.781410204,0.992012595,1.0,-0.025227312,-0.199966422,1.213773585,-0.987784772,34922,40.158333,-81.841667,34922,40.1583,-81.8417,WBM Input
11003,OH00002,12,1.758965505,0.81561556,1.0,0.015297241,-0.127460404,1.069273191,-0.998755608,34922,40.158333,-81.841667,34922,40.1583,-81.8417,WBM Input
11004,OH00003,1,1.627180309,0.765339124,0.867181944,-0.082477382,-0.199990306,0.999991115,-1.116124237,27588,40.541668,-81.425003,27588,40.5417,-81.425,WBM Input
11005,OH00003,2,2.058060575,0.887357186,0.752603948,-0.000331262,-0.079155834,1.000289571,-1.042881734,27588,40.541668,-81.425003,27588,40.5417,-81.425,WBM Input
11006,OH00003,3,2.361218306,1.088225552,0.783121992,-0.082320852,-0.199990443,1.105858803,-1.00333789,27588,40.541668,-81.425003,27588,40.5417,-81.425,WBM Input
11007,OH00003,4,3.205215216,1.117709523,0.319823814,-0.130751577,-0.254156662,1.001123762,-0.924621885,27588,40.541668,-81.425003,27588,40.5417,-81.425,WBM Input
11008,OH00003,5,2.886471506,1.258611896,0.340580244,-0.121659485,0.296341471,1.41571572,-1.043041451,27588,40.541668,-81.425003,27588,40.5417,-81.425,WBM Input
11009,OH00003,6,2.475211202,1.311330375,0.282630801,0.010638193,0.580898343,1.176191658,-1.088315368,27588,40.541668,-81.425003,27588,40.5417,-81.425,WBM Input
11010,OH00003,7,1.603973568,1.330324038,0.241100411,0.03187576,0.542390296,0.999970361,-1.047576564,27588,40.541668,-81.425003,27588,40.5417,-81.425,WBM Input
11011,OH00003,8,1.44799897,1.274844718,0.512088772,0.066549517,0.209461418,1.000329125,-1.00241782,27588,40.541668,-81.425003,27588,40.5417,-81.425,WBM Input
11012,OH00003,9,1.553237391,1.103000827,0.917017916,0.092906772,0.199924223,1.13531206,-0.991521334,27588,40.541668,-81.425003,27588,40.5417,-81.425,WBM Input
11013,OH00003,10,1.760587732,1.041663199,0.913412703,0.005319987,-0.173878732,1.215574816,-0.988063184,27588,40.541668,-81.425003,27588,40.5417,-81.425,WBM Input
11014,OH00003,11,1.781410204,0.992012595,1.0,-0.025227312,-0.199966422,1.213773585,-0.987784772,27588,40.541668,-81.425003,27588,40.5417,-81.425,WBM Input
11015,OH00003,12,1.758965505,0.81561556,1.0,0.015297241,-0.127460404,1.069273191,-0.998755608,27588,40.541668,-81.425003,27588,40.5417,-81.425,WBM Input
