,NIDID,cell_id,cell_id_orig,lat,lat_orig,lon,lon_orig,res_capacity,storage_ratio,storage_ratio_25th,storage_ratio_75th,parameter_type,WBM_Decision,ror_type,,*res_capacity is maximum storage in acre-feet
1339,WV04114,85932,85932,39.008335,39.0083,-80.474998,-80.475,145000,0.332206897,0.083051724,0.249155172,avge,WBM Input,Unknown,,
1340,WV04307,120339,120339,38.141666,38.1417,-82.041664,-82.0417,25476,0.176401319,0.04410033,0.132300989,avge,WBM Input,Unknown,,
1341,WV05301,5427,5427,38.924999,38.925,-81.908333,-81.9083,153700,1,0.25,0.75,avge,WBM Input,Unknown,,
1342,WV05302,4686,4686,38.674999,38.675,-82.191666,-82.1917,390600,1,0.25,0.75,avge,WBM Input,Unknown,,
1343,WV06702,34651,34651,38.208332,38.2083,-80.89167,-80.8917,413400,0.463328495,0.143947519,0.464557412,calibrated,WBM Input,None,,
1344,WV07301,6540,6540,39.358334,39.3583,-81.324997,-81.325,177600,1,0.25,0.75,avge,WBM Input,Unknown,,
1345,WV08512,97246,97246,39.224998,39.225,-81.091667,-81.0917,44231,0.084036083,0.021009021,0.063027062,avge,WBM Input,Unknown,,
1346,WV08902,16263,16263,37.641666,37.6417,-80.89167,-80.8917,631000,0.060776545,0.015194136,0.045582409,avge,WBM Input,Unknown,,
1347,WV09101,29520,29520,39.308334,39.3083,-80.025002,-80.025,355000,0.281408451,0.070352113,0.211056338,avge,WBM Input,Unknown,,
1348,WV09901,75929,75929,38.141666,38.1417,-82.375,-82.375,82500,0.208363636,0.148363243,0.211951702,calibrated,WBM Input,Unknown,,
1349,WV09903,95615,95615,38.308334,38.3083,-82.408333,-82.4083,37540,0.244539158,0.052261509,0.06316732,calibrated,WBM Input,Unknown,,
1350,WV10301,6720,6720,39.674999,39.675,-80.85833,-80.8583,130000,1,0.25,0.75,avge,WBM Input,Unknown,,
1351,WV10702,5527,5527,39.125,39.125,-81.741669,-81.7417,229200,1,0.25,0.75,avge,"No WBM Input, Hydro",ROR,,
1352,WV10924,41451,41451,37.608334,37.6083,-81.808334,-81.8083,203700,0.16838488,0.113732989,0.169176677,calibrated,WBM Input,Unknown,,
1353,WY00003,181553,181553,41.708332,41.7083,-104.208336,-104.2083,24500,0.683061224,0.170765306,0.512295918,avge,WBM Input,Unknown,,
1354,WY00005,21774,21774,41.841667,41.8417,-105.64167,-105.6417,144877,0.682882721,0.323716447,0.575650101,calibrated,WBM Input,Unknown,,
1355,WY00011,135943,135943,41.858334,41.8583,-105.708336,-105.7083,100271,0.711262479,0.17781562,0.533446859,avge,WBM Input,Unknown,,
1356,WY00015,124998,124998,41.241665,41.2417,-105.908333,-105.9083,130182,0.501298183,0.125324546,0.375973637,avge,WBM Input,Unknown,,
1357,WY00084,174329,174329,41.208332,41.2083,-106.258331,-106.2583,42264,0.838396744,0.209599186,0.628797558,avge,WBM Input,Unknown,,
1358,WY00204,74728,74728,42.708332,42.7083,-105.60833,-105.6083,26850,0.744878957,0.186219739,0.558659218,avge,WBM Input,Unknown,,
1359,WY00381,219902,219902,41.041668,41.0417,-106.875,-106.875,24987,0.90671149,0.226677872,0.680033617,avge,WBM Input,Unknown,,
1360,WY00456,197058,197058,44.508335,44.5083,-106.775002,-106.775,234987,0.4758859,0.118971475,0.356914425,avge,WBM Input,Unknown,,
1361,WY01096,192148,192148,44.074966,44.075,-109.074997,-109.075,71800,0.81821727,0.204554318,0.613662953,avge,WBM Input,Unknown,,
1362,WY01097,239221,239221,44.058491,44.0585,-109.092056,-109.0921,65100,0.813932412,0.203483103,0.610449309,avge,WBM Input,Unknown,,
1363,WY01192,2122797,2122797,42.991665,42.9917,-109.875,-109.875,32125,0.704435798,0.176108949,0.528326848,avge,WBM Input,Unknown,,
1364,WY01195,2107485,2107485,42.841667,42.8417,-109.691666,-109.6917,37800,0.589417989,0.147354497,0.442063492,avge,WBM Input,Unknown,,
1365,WY01197,2461829,2461829,41.508335,41.5083,-111.008331,-111.0083,102000,0.561764706,0.140441176,0.421323529,avge,WBM Input,Unknown,,
1366,WY01232,2119529,2119529,43.108334,43.1083,-109.941666,-109.9417,25700,0.791439689,0.197859922,0.593579767,avge,WBM Input,Unknown,,
1367,WY01281,2105224,2105224,41.974998,41.975,-110.675003,-110.675,77635,0.897082501,0.224270625,0.672811876,avge,WBM Input,Unknown,,
1368,WY01290,9363,9363,42.541668,42.5417,-106.724998,-106.725,184405,1,0.848135823,0.97800717,calibrated,"No WBM Input, Hydro",Peaking,,
1369,WY01291,8231,8231,42.474998,42.475,-104.958336,-104.9583,1118653,0.406146499,0.173935954,0.379418621,calibrated,"No WBM Input, Hydro",Intermediate Peaking,,
1370,WY01292,9362,9362,42.558334,42.5583,-106.708336,-106.7083,1804,1,0.25,0.75,avge,WBM Input,Unknown,,
1371,WY01293,8075,8075,42.308334,42.3083,-104.775002,-104.775,45612,1,0.25,0.75,avge,WBM Input,Intermediate Peaking,,
1372,WY01294,11111,11111,42.174999,42.175,-106.875,-106.875,4739,1,0.25,0.75,avge,WBM Input,Intermediate Peaking,,
1373,WY01296,9402,9402,42.458332,42.4583,-106.85833,-106.8583,1016500,1,0.288865658,0.793668954,calibrated,WBM Input,Intermediate Peaking,,
1374,WY01297,11123,11123,42.141666,42.1417,-106.89167,-106.8917,1017279,1,0.395745616,0.78156705,calibrated,WBM Input,Intermediate Peaking,,
1375,WY01298,64984,64984,43.658333,43.6583,-108.841667,-108.8417,22390,0.77507816,0.009088254,0.0305235,avge,WBM Input,Unknown,,
1376,WY01299,13206,13206,43.408333,43.4083,-108.175003,-108.175,1473118,0.476207609,0.356771335,0.46508195,calibrated,WBM Input,Intermediate Peaking,,
1377,WY01300,25588,25588,44.491665,44.4917,-109.191666,-109.1917,646565,1,0.367435817,0.694128117,calibrated,WBM Input,None,,
1378,WY01385,1568881,1568881,43.858334,43.8583,-110.591667,-110.5917,872700,0.970551163,0.549217588,0.754623805,calibrated,WBM Input,Unknown,,
1379,WY01387,2103280,2103280,42.258335,42.2583,-109.425003,-109.425,54400,0.729779412,0.24133265,0.550591335,calibrated,WBM Input,Unknown,,
1380,WY01389,2097685,2097685,42.025002,42.025,-110.058334,-110.0583,405160,0.852403989,0.36144398,0.684469893,calibrated,WBM Input,None,,
1381,WY01390,2107647,2107647,41.025002,41.025,-110.574997,-110.575,38720,0.838584711,0.186071851,0.523082373,calibrated,WBM Input,Unknown,,
1382,WY01714,104057,104057,41.474998,41.475,-105.908333,-105.9083,41100,0.218734793,0.054683698,0.164051095,avge,WBM Input,Unknown,,
1383,WY02234,248768,248768,44.358334,44.3583,-108.60833,-108.6083,53200,0.623477444,0.155869361,0.467608083,avge,WBM Input,Unknown,,
1384,WY02304,2111281,2111281,41.275002,41.275,-107.308334,-107.3083,30387,0.738243328,0.184560832,0.553682496,avge,WBM Input,Unknown,,
